Disease,Disease_id,Gene,Gene_id,UniProt,Gene_Full_Name,Protein_Class,N_diseases_g,DSI_g,DPI_g,pLI,Score_gda,EL_gda,EI_gda,N_PMIDs,N_SNPs_gda,First_Ref,Last_Ref
Rheumatoid Arthritis,C0003873,IFNA13,3447,P01562,interferon alpha 13,,646,0.374,0.923,,0.1,,0.857,14,0,2003,2019
Rheumatoid Arthritis,C0003873,IGF1,3479,P05019,insulin like growth factor 1,,1206,0.318,0.885,0.2716,0.1,,0.941,17,0,1995,2019
Rheumatoid Arthritis,C0003873,FAS,355,P25445,Fas cell surface death receptor,,754,0.372,0.923,0.8117,0.1,,0.7,10,2,1999,2015
Rheumatoid Arthritis,C0003873,IL1A,3552,P01583,interleukin 1 alpha,,1002,0.333,0.962,0.0001602,0.1,,1,104,1,1988,2020
Rheumatoid Arthritis,C0003873,IL2,3558,P60568,interleukin 2,,950,0.336,0.885,0.47968,0.1,,0.978,46,1,1986,2019
Rheumatoid Arthritis,C0003873,IL4,3565,P05112,interleukin 4,,996,0.332,0.962,0.0047372,0.1,,0.942,52,1,1992,2019
Rheumatoid Arthritis,C0003873,IL7,3574,P13232,interleukin 7,,275,0.464,0.808,0.92574,0.1,,1,11,0,2005,2019
Rheumatoid Arthritis,C0003873,IL9,3578,P15248,interleukin 9,,291,0.461,0.846,8.11E-07,0.1,,1,12,0,2000,2019
Rheumatoid Arthritis,C0003873,IL13,3596,P35225,interleukin 13,,587,0.386,0.846,0.014426,0.1,,1,13,1,1996,2019
Rheumatoid Arthritis,C0003873,IL15,3600,P40933,interleukin 15,,426,0.422,0.846,0.70859,0.1,,1,27,0,1999,2019
Rheumatoid Arthritis,C0003873,IL17A,3605,Q16552,interleukin 17A,,1074,0.324,0.923,0.043049,0.1,,0.959,194,7,1999,2020
Rheumatoid Arthritis,C0003873,ILF3,3609,Q12906,interleukin enhancer binding factor 3,Nucleic acid binding,68,0.621,0.654,1,0.1,,1,1,1,2019,2019
Rheumatoid Arthritis,C0003873,CXCL10,3627,P02778,C-X-C motif chemokine ligand 10,Signaling,631,0.378,0.885,0.36865,0.1,,0.9,20,1,2001,2019
Rheumatoid Arthritis,C0003873,AR,367,P10275,androgen receptor,Nuclear receptor,854,0.351,0.846,0.98837,0.1,,0.9,10,0,1999,2016
Rheumatoid Arthritis,C0003873,ITPR3,3710,Q14573,"inositol 1,4,5-trisphosphate receptor type 3",Ion channel,112,0.555,0.808,2.55E-22,0.1,,1,3,8,2007,2011
Rheumatoid Arthritis,C0003873,JAK1,3716,P23458,Janus kinase 1,Kinase,239,0.474,0.769,0.99998,0.1,,1,30,0,2013,2020
Rheumatoid Arthritis,C0003873,JAK2,3717,O60674,Janus kinase 2,Kinase,644,0.385,0.885,0.65372,0.1,,1,19,0,2011,2020
Rheumatoid Arthritis,C0003873,JAK3,3718,P52333,Janus kinase 3,Kinase,194,0.505,0.731,5.93E-06,0.1,,0.923,13,0,2011,2020
Rheumatoid Arthritis,C0003873,GALNT18,374378,Q6P9A2,polypeptide N-acetylgalactosaminyltransferase 18,,3,0.931,0.192,0.00030345,0.1,,1,1,1,2013,2013
Rheumatoid Arthritis,C0003873,KDR,3791,P35968,kinase insert domain receptor,Kinase,623,0.378,0.885,0.99982,0.1,,1,10,3,2002,2019
Rheumatoid Arthritis,C0003873,KIR3DL1,3811,P43629,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1",Receptor,231,0.475,0.769,8.36E-14,0.1,,0.909,11,0,2006,2019
Rheumatoid Arthritis,C0003873,ZKSCAN4,387032,Q969J2,zinc finger with KRAB and SCAN domains 4,,8,0.839,0.269,0.00014184,0.1,,1,1,2,2009,2009
Rheumatoid Arthritis,C0003873,TMEM179,388021,Q6ZVK1,transmembrane protein 179,,1,1,0.115,0.67923,0.1,,1,1,1,2019,2019
Rheumatoid Arthritis,C0003873,SFTA2,389376,Q6UW10,surfactant associated 2,,25,0.695,0.577,0.036441,0.1,,1,2,3,2007,2009
Rheumatoid Arthritis,C0003873,COL11A2P1,394214,,collagen type XI alpha 2 pseudogene 1,,7,0.805,0.462,,0.1,,1,3,5,2007,2011
Rheumatoid Arthritis,C0003873,LEP,3952,P41159,leptin,,931,0.349,0.846,0.46491,0.1,,0.929,14,1,2007,2020
Rheumatoid Arthritis,C0003873,LGALS3,3958,P17931,galectin 3,Signaling,557,0.392,0.846,0.000023207,0.1,,0.917,12,2,2000,2019
Rheumatoid Arthritis,C0003873,LINC02649,399715,,long intergenic non-protein coding RNA 2649,,10,0.792,0.308,,0.1,,1,5,2,2012,2019
Rheumatoid Arthritis,C0003873,LINC02656,399716,,long intergenic non-protein coding RNA 2656,,4,0.931,0.154,,0.1,,1,1,2,2012,2012
Rheumatoid Arthritis,C0003873,GATA3-AS1,399717,,GATA3 antisense RNA 1,,2,0.931,0.192,,0.1,,1,1,1,2012,2012
Rheumatoid Arthritis,C0003873,LMNA,4000,P02545,lamin A/C,,824,0.384,0.885,0.9994,0.1,,1,1,1,2019,2019
Rheumatoid Arthritis,C0003873,LINC01185,400957,,long intergenic non-protein coding RNA 1185,,13,0.743,0.346,,0.1,,1,2,2,2009,2016
Rheumatoid Arthritis,C0003873,LINC00243,401247,,long intergenic non-protein coding RNA 243,,24,0.729,0.423,,0.1,,1,2,6,2007,2009
Rheumatoid Arthritis,C0003873,MCCD1,401250,P59942,mitochondrial coiled-coil domain 1,,6,0.89,0.231,0.0019319,0.1,,1,1,3,2011,2011
Rheumatoid Arthritis,C0003873,TRIM26BP,404024,,"tripartite motif containing 26B, pseudogene",,4,0.861,0.269,,0.1,,1,1,1,2009,2009
Rheumatoid Arthritis,C0003873,MTCO3P1,404026,,MT-CO3 pseudogene 1,,5,0.861,0.231,,0.1,,1,1,2,2011,2011
Rheumatoid Arthritis,C0003873,LTA,4049,P01374,lymphotoxin alpha,Signaling,353,0.434,0.885,0.19685,0.1,,0.867,15,7,1994,2019
Rheumatoid Arthritis,C0003873,MIR146A,406938,,microRNA 146a,,505,0.398,0.885,,0.1,,0.889,36,1,2008,2019
Rheumatoid Arthritis,C0003873,MIR155,406947,,microRNA 155,,584,0.384,0.885,,0.1,,1,29,1,2008,2019
Rheumatoid Arthritis,C0003873,MIR223,407008,,microRNA 223,,348,0.433,0.808,,0.1,,1,15,0,2010,2019
Rheumatoid Arthritis,C0003873,DDR1-DT,414771,,DDR1 divergent transcript,,2,0.931,0.115,,0.1,,1,2,1,2007,2009
Rheumatoid Arthritis,C0003873,HCG18,414777,,HLA complex group 18,,27,0.722,0.538,,0.1,,1,2,4,2007,2009
Rheumatoid Arthritis,C0003873,HCG17,414778,,HLA complex group 17,,17,0.769,0.346,,0.1,,1,2,6,2007,2009
Rheumatoid Arthritis,C0003873,MBL2,4153,P11226,mannose binding lectin 2,Receptor,563,0.39,0.846,0.0026836,0.1,,0.875,32,5,1998,2019
Rheumatoid Arthritis,C0003873,MEFV,4210,O15553,"MEFV innate immuity regulator, pyrin",,410,0.44,0.885,1.02E-14,0.1,,0.929,14,2,2004,2019
Rheumatoid Arthritis,C0003873,MAP3K4,4216,Q9Y6R4,mitogen-activated protein kinase kinase kinase 4,Kinase,21,0.729,0.462,1,0.1,,1,1,2,2013,2013
Rheumatoid Arthritis,C0003873,MMP1,4312,P03956,matrix metallopeptidase 1,Enzyme,589,0.385,0.885,7.72E-18,0.1,,0.982,56,0,1992,2019
Rheumatoid Arthritis,C0003873,MMP3,4314,P08254,matrix metallopeptidase 3,Enzyme,473,0.408,0.885,5.74E-15,0.1,,0.974,78,0,1996,2019
Rheumatoid Arthritis,C0003873,MMP9,4318,P14780,matrix metallopeptidase 9,Enzyme,1337,0.305,0.923,1.89E-17,0.1,,1,32,1,1999,2019
Rheumatoid Arthritis,C0003873,MMP13,4322,P45452,matrix metallopeptidase 13,Enzyme,328,0.452,0.923,7.88E-18,0.1,,1,34,0,1996,2020
Rheumatoid Arthritis,C0003873,BCL2L15,440603,Q5TBC7,BCL2 like 15,,4,0.89,0.192,0.048246,0.1,,1,1,2,2009,2009
Rheumatoid Arthritis,C0003873,MYL8P,442204,,"myosin light chain 8, pseudogene",,1,1,0.115,,0.1,,1,1,1,2011,2011
Rheumatoid Arthritis,C0003873,MSH5,4439,O43196,mutS homolog 5,Nucleic acid binding,51,0.641,0.692,3.20E-11,0.1,,1,3,10,2007,2011
Rheumatoid Arthritis,C0003873,MSI1,4440,O43347,musashi RNA binding protein 1,,116,0.55,0.615,0.99357,0.1,,1,1,1,2019,2019
Rheumatoid Arthritis,C0003873,COX2,4513,P00403,cytochrome c oxidase subunit II,Enzyme,875,0.352,0.962,,0.1,,1,27,0,1994,2019
Rheumatoid Arthritis,C0003873,MTF1,4520,Q14872,metal regulatory transcription factor 1,Transcription factor,21,0.751,0.5,0.96897,0.1,,1,2,1,2014,2019
Rheumatoid Arthritis,C0003873,MTX1,4580,Q13505,metaxin 1,,124,0.546,0.731,0.013271,0.1,,0.969,32,0,2002,2020
Rheumatoid Arthritis,C0003873,LRRC18,474354,Q8N456,leucine rich repeat containing 18,,2,0.931,0.115,0.000035136,0.1,,1,1,2,2009,2009
Rheumatoid Arthritis,C0003873,NFKB1,4790,P19838,nuclear factor kappa B subunit 1,Transcription factor,551,0.396,0.923,1,0.1,,0.929,14,2,2002,2019
Rheumatoid Arthritis,C0003873,NM,4827,,neutrophil migration,,250,0.473,0.808,,0.1,,0.917,12,0,2000,2020
Rheumatoid Arthritis,C0003873,NOS3,4846,P29474,nitric oxide synthase 3,,706,0.378,0.885,6.72E-07,0.1,,1,10,1,2004,2020
Rheumatoid Arthritis,C0003873,ACR,49,P10323,acrosin,Enzyme,230,0.493,0.846,0.012215,0.1,,1,51,1,1993,2020
Rheumatoid Arthritis,C0003873,NUP88,4927,Q99567,nucleoporin 88,Transporter,58,0.659,0.577,1.96E-08,0.1,,1,2,1,2014,2019
Rheumatoid Arthritis,C0003873,IL20,50604,Q9NYY1,interleukin 20,,111,0.556,0.769,1.34E-06,0.1,,0.929,14,0,2006,2019
Rheumatoid Arthritis,C0003873,IL22,50616,Q9GZX6,interleukin 22,,551,0.393,0.885,0.00018843,0.1,,0.933,45,0,2005,2020
Rheumatoid Arthritis,C0003873,SNHG32,50854,,small nucleolar RNA host gene 32,,12,0.805,0.308,0.023621,0.1,,1,1,1,2011,2011
Rheumatoid Arthritis,C0003873,PBX2,5089,P40425,PBX homeobox 2,Transcription factor,29,0.686,0.462,0.99532,0.1,,1,2,5,2007,2011
Rheumatoid Arthritis,C0003873,CPA4,51200,Q9UI42,carboxypeptidase A4,Enzyme,49,0.633,0.5,9.39E-18,0.1,,1,1,1,2019,2019
Rheumatoid Arthritis,C0003873,PDCD1,5133,Q15116,programmed cell death 1,,497,0.402,0.846,0.41706,0.1,,0.9,20,4,2004,2019
Rheumatoid Arthritis,C0003873,PDE2A,5138,O00408,phosphodiesterase 2A,,47,0.666,0.577,0.631,0.1,,1,1,1,2012,2012
Rheumatoid Arthritis,C0003873,WNT16,51384,Q9UBV4,Wnt family member 16,Signaling,29,0.686,0.654,1.65E-06,0.1,,1,1,1,2019,2019
Rheumatoid Arthritis,C0003873,RAB14,51552,P61106,"RAB14, member RAS oncogene family",,35,0.674,0.615,0.99047,0.1,,1,1,1,2009,2009
Rheumatoid Arthritis,C0003873,CYRIB,51571,Q9NUQ9,CYFIP related Rac1 interactor B,,25,0.76,0.538,0.97612,0.1,,1,1,1,2019,2019
Rheumatoid Arthritis,C0003873,SERPINA1,5265,P01009,serpin family A member 1,Enzyme modulator,482,0.41,0.923,6.85E-08,0.1,,0.933,15,0,1976,2017
Rheumatoid Arthritis,C0003873,PIK3CA,5290,P42336,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",Kinase,1511,0.292,0.923,1,0.1,,1,30,0,2005,2020
Rheumatoid Arthritis,C0003873,PIK3CB,5291,P42338,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",Kinase,1083,0.322,0.885,0.99964,0.1,,1,29,0,2005,2020
Rheumatoid Arthritis,C0003873,PIK3CD,5293,O00329,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",Kinase,1119,0.319,0.885,0.99999,0.1,,1,33,0,2005,2020
Rheumatoid Arthritis,C0003873,PIK3CG,5294,P48736,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma",Kinase,1101,0.32,0.885,1.41E-06,0.1,,1,31,0,2005,2020
Rheumatoid Arthritis,C0003873,PLCL1,5334,Q15111,phospholipase C like 1 (inactive),Enzyme,69,0.608,0.654,0.012059,0.1,,1,1,1,2019,2019
Rheumatoid Arthritis,C0003873,IL17D,53342,Q8TAD2,interleukin 17D,,259,0.464,0.808,0.19796,0.1,,1,10,0,2010,2019
Rheumatoid Arthritis,C0003873,PLG,5340,P00747,plasminogen,Enzyme,586,0.389,0.923,0.010345,0.1,,1,13,0,1996,2019
Rheumatoid Arthritis,C0003873,GDAP1,54332,Q8TB36,ganglioside induced differentiation associated protein 1,,96,0.612,0.538,3.24E-08,0.1,,1,1,1,2013,2013
Rheumatoid Arthritis,C0003873,KRT20,54474,P35900,keratin 20,,559,0.388,0.846,9.08E-11,0.1,,0.882,17,1,2001,2019
Rheumatoid Arthritis,C0003873,CCHCR1,54535,Q8TD31,coiled-coil alpha-helical rod protein 1,,193,0.505,0.808,1.01E-16,0.1,,1,2,2,2007,2009
Rheumatoid Arthritis,C0003873,NECAB2,54550,Q7Z6G3,N-terminal EF-hand calcium binding protein 2,,1,1,0.115,2.24E-13,0.1,,1,1,1,2019,2019
Rheumatoid Arthritis,C0003873,POU5F1,5460,Q01860,POU class 5 homeobox 1,,328,0.441,0.846,0.95371,0.1,,1,1,1,2007,2007
Rheumatoid Arthritis,C0003873,RSBN1,54665,Q5VWQ0,round spermatid basic protein 1,,3,0.89,0.115,0.099107,0.1,,1,1,2,2009,2009
Rheumatoid Arthritis,C0003873,RBFOX1,54715,Q9NWB1,RNA binding fox-1 homolog 1,Nucleic acid binding,103,0.584,0.692,0.95263,0.1,,1,1,1,2019,2019
Rheumatoid Arthritis,C0003873,PPIAP9,5491,,peptidylprolyl isomerase A pseudogene 9,,1,1,0.115,,0.1,,1,1,1,2011,2011
Rheumatoid Arthritis,C0003873,VPS37C,55048,A5D8V6,VPS37C subunit of ESCRT-I,,5,0.861,0.115,0.038236,0.1,,1,1,1,2012,2012
Rheumatoid Arthritis,C0003873,ENOX1,55068,Q8TC92,ecto-NOX disulfide-thiol exchanger 1,Enzyme,15,0.76,0.538,2.33E-06,0.1,,1,1,6,2013,2013
Rheumatoid Arthritis,C0003873,KIF26B,55083,Q2KJY2,kinesin family member 26B,Cellular structure,38,0.67,0.5,0.99999,0.1,,1,1,1,2019,2019
Rheumatoid Arthritis,C0003873,PPP1R10,5514,Q96QC0,protein phosphatase 1 regulatory subunit 10,,22,0.751,0.423,1,0.1,,1,1,1,2009,2009
Rheumatoid Arthritis,C0003873,ACOXL,55289,Q9NUZ1,acyl-CoA oxidase like,Enzyme,46,0.674,0.577,5.25E-15,0.1,,1,1,1,2014,2014
Rheumatoid Arthritis,C0003873,TCP11L1,55346,Q9NUJ3,t-complex 11 like 1,Receptor,1,1,0.115,0.0043702,0.1,,1,1,1,2013,2013
Rheumatoid Arthritis,C0003873,CDK5RAP2,55755,Q96SN8,CDK5 regulatory subunit associated protein 2,,42,0.682,0.577,4.62E-23,0.1,,1,1,1,2014,2014
Rheumatoid Arthritis,C0003873,ZNF302,55900,Q9NR11,zinc finger protein 302,,1,1,0.115,0.00019368,0.1,,1,1,1,2011,2011
Rheumatoid Arthritis,C0003873,MAPK1,5594,P28482,mitogen-activated protein kinase 1,Kinase,1059,0.33,0.923,0.99698,0.1,,0.976,42,0,2000,2020
Rheumatoid Arthritis,C0003873,MAPK8,5599,P45983,mitogen-activated protein kinase 8,Kinase,520,0.397,0.885,0.99823,0.1,,1,14,0,2004,2018
Rheumatoid Arthritis,C0003873,PRL,5617,P01236,prolactin,Signaling,506,0.406,0.885,2.90E-07,0.1,,1,13,1,1996,2019
Rheumatoid Arthritis,C0003873,PRTN3,5657,P24158,proteinase 3,Enzyme,215,0.503,0.808,0.000038044,0.1,,0.947,38,0,1999,2020
Rheumatoid Arthritis,C0003873,TRIM39,56658,Q9HCM9,tripartite motif containing 39,,9,0.792,0.462,0.99474,0.1,,1,1,1,2009,2009
Rheumatoid Arthritis,C0003873,RETN,56729,Q9HD89,resistin,,302,0.454,0.808,0.036545,0.1,,0.833,12,3,2005,2019
Rheumatoid Arthritis,C0003873,PSMA4,5685,P25789,proteasome 20S subunit alpha 4,,30,0.716,0.385,0.59959,0.1,,1,1,1,2013,2013
Rheumatoid Arthritis,C0003873,PRDM10,56980,Q9NQV6,PR/SET domain 10,Transcription factor,19,0.76,0.385,0.15304,0.1,,1,1,1,2019,2019
Rheumatoid Arthritis,C0003873,VARS2,57176,Q5ST30,"valyl-tRNA synthetase 2, mitochondrial",,37,0.666,0.577,5.83E-17,0.1,,1,2,4,2007,2009
Rheumatoid Arthritis,C0003873,MIR499A,574501,,microRNA 499a,,156,0.519,0.846,,0.1,,0.9,10,1,2011,2019
Rheumatoid Arthritis,C0003873,PRR12,57479,Q9ULL5,proline rich 12,,35,0.716,0.385,1,0.1,,1,1,1,2019,2019
Rheumatoid Arthritis,C0003873,DENND1A,57706,Q8TEH3,DENN domain containing 1A,,21,0.736,0.538,0.99976,0.1,,1,1,1,2019,2019
Rheumatoid Arthritis,C0003873,ANO8,57719,Q9HCE9,anoctamin 8,,3,0.89,0.192,0.95634,0.1,,1,1,1,2014,2014
Rheumatoid Arthritis,C0003873,NCOA5,57727,Q9HCD5,nuclear receptor coactivator 5,Receptor,53,0.631,0.692,0.99926,0.1,,1,11,0,2002,2020
Rheumatoid Arthritis,C0003873,C6orf47,57827,O95873,chromosome 6 open reading frame 47,,21,0.722,0.423,0.066412,0.1,,1,3,2,2007,2011
Rheumatoid Arthritis,C0003873,LY6G5B,58496,Q8NDX9,lymphocyte antigen 6 family member G5B,,3,0.931,0.192,8.18E-06,0.1,,1,1,2,2011,2011
Rheumatoid Arthritis,C0003873,LY6G6D,58530,O95868,lymphocyte antigen 6 family member G6D,,11,0.805,0.385,0.032554,0.1,,1,3,2,2007,2011
Rheumatoid Arthritis,C0003873,IL21,59067,Q9HBE4,interleukin 21,,321,0.441,0.769,0.6254,0.1,,0.912,34,2,2004,2020
Rheumatoid Arthritis,C0003873,RARA,5914,P10276,retinoic acid receptor alpha,Nuclear receptor,274,0.47,0.846,0.96305,0.1,,1,10,0,1994,2019
Rheumatoid Arthritis,C0003873,BCL2,596,P10415,BCL2 apoptosis regulator,Signaling,1456,0.291,0.885,0.55903,0.1,,1,22,1,1994,2019
Rheumatoid Arthritis,C0003873,RELA,5970,Q04206,"RELA proto-oncogene, NF-kB subunit",Transcription factor,483,0.406,0.885,0.99948,0.1,,1,13,0,2002,2019
Rheumatoid Arthritis,C0003873,ACTB,60,P60709,actin beta,Cellular structure,1110,0.325,0.923,0.98564,0.1,,1,11,0,1991,2019
Rheumatoid Arthritis,C0003873,RIT2,6014,Q99578,Ras like without CAAX 2,Enzyme modulator,46,0.647,0.538,0.00063244,0.1,,1,1,1,2013,2013
Rheumatoid Arthritis,C0003873,RNF5,6048,Q99942,ring finger protein 5,Enzyme,28,0.716,0.538,0.000036989,0.1,,1,3,7,2007,2011
Rheumatoid Arthritis,C0003873,RPL37A,6168,P61513,ribosomal protein L37a,,8,0.839,0.346,0.0051255,0.1,,1,1,1,2016,2016
Rheumatoid Arthritis,C0003873,RPS18,6222,P62269,ribosomal protein S18,Nucleic acid binding,7,0.861,0.192,0.9759,0.1,,1,1,1,2009,2009
Rheumatoid Arthritis,C0003873,RPS19,6223,P39019,ribosomal protein S19,Nucleic acid binding,256,0.48,0.846,0.92111,0.1,,1,11,0,2006,2020
Rheumatoid Arthritis,C0003873,S100A8,6279,P05109,S100 calcium binding protein A8,Calcium-binding protein,369,0.43,0.962,0.13761,0.1,,0.938,16,0,2005,2019
Rheumatoid Arthritis,C0003873,SAA1,6288,P0DJI8,serum amyloid A1,Transporter,188,0.513,0.808,0.01493,0.1,,0.941,17,0,1986,2019
Rheumatoid Arthritis,C0003873,VPS52,6293,Q8N1B4,VPS52 subunit of GARP complex,Transporter,11,0.78,0.231,0.00038938,0.1,,1,2,2,2007,2009
Rheumatoid Arthritis,C0003873,CCL2,6347,P13500,C-C motif chemokine ligand 2,Signaling,1157,0.321,0.962,0.60786,0.1,,0.942,52,0,1992,2019
Rheumatoid Arthritis,C0003873,CCL5,6352,P13501,C-C motif chemokine ligand 5,Signaling,514,0.403,0.885,0.0017516,0.1,,0.962,26,0,1993,2019
Rheumatoid Arthritis,C0003873,CCL20,6364,P78556,C-C motif chemokine ligand 20,Signaling,242,0.474,0.846,0.00024242,0.1,,1,15,0,2001,2020
Rheumatoid Arthritis,C0003873,CXCL12,6387,P48061,C-X-C motif chemokine ligand 12,,626,0.379,0.846,0.11851,0.1,,0.913,23,0,2000,2019
Rheumatoid Arthritis,C0003873,PRDM16,63976,Q9HAZ2,PR/SET domain 16,,200,0.522,0.808,0.99999,0.1,,1,1,1,2019,2019
Rheumatoid Arthritis,C0003873,SELE,6401,P16581,selectin E,,327,0.447,0.808,7.91E-10,0.1,,0.917,12,0,1991,2020
Rheumatoid Arthritis,C0003873,CLSTN2,64084,Q9H4D0,calsyntenin 2,Calcium-binding protein,25,0.716,0.423,3.52E-06,0.1,,1,1,1,2009,2009
Rheumatoid Arthritis,C0003873,NOD2,64127,Q9HC29,nucleotide binding oligomerization domain containing 2,Enzyme,434,0.423,0.923,1.98E-30,0.1,,0.818,11,1,2003,2019
Rheumatoid Arthritis,C0003873,LINC00452,643365,,long intergenic non-protein coding RNA 452,,2,1,0.115,,0.1,,1,1,3,2013,2013
Rheumatoid Arthritis,C0003873,HLA-DPA2,646702,,"major histocompatibility complex, class II, DP alpha 2 (pseudogene)",,10,0.78,0.538,,0.1,,1,3,7,2007,2011
Rheumatoid Arthritis,C0003873,GORASP1,64689,Q9BQQ3,golgi reassembly stacking protein 1,,369,0.428,0.846,0.019543,0.1,,1,12,0,2002,2019
Rheumatoid Arthritis,C0003873,SKIV2L,6499,Q15477,Ski2 like RNA helicase,,96,0.615,0.654,1.29E-22,0.1,,1,3,6,2007,2011
Rheumatoid Arthritis,C0003873,WNK1,65125,Q9H4A3,WNK lysine deficient protein kinase 1,Kinase,460,0.416,0.846,1,0.1,,1,12,0,2002,2019
Rheumatoid Arthritis,C0003873,PCDH15,65217,Q96QU1,protocadherin related 15,,94,0.601,0.577,8.03E-25,0.1,,1,1,1,2013,2013
Rheumatoid Arthritis,C0003873,CASTOR1,652968,Q8WTX7,cytosolic arginine sensor for mTORC1 subunit 1,,10,0.821,0.231,0.027533,0.1,,1,1,1,2014,2014
Rheumatoid Arthritis,C0003873,SLC6A11,6538,P48066,solute carrier family 6 member 11,Transporter,21,0.716,0.462,0.0000483,0.1,,1,1,1,2013,2013
Rheumatoid Arthritis,C0003873,SLC19A1,6573,P41440,solute carrier family 19 member 1,Transporter,155,0.523,0.692,6.47E-06,0.1,,1,16,7,2004,2019
Rheumatoid Arthritis,C0003873,SOAT1,6646,P35610,sterol O-acyltransferase 1,Enzyme,389,0.424,0.846,7.36E-10,0.1,,1,10,0,2011,2019
Rheumatoid Arthritis,C0003873,SPP1,6696,P10451,secreted phosphoprotein 1,,824,0.353,0.885,0.000002146,0.1,,0.923,26,2,2000,2019
Rheumatoid Arthritis,C0003873,STAT3,6774,P40763,signal transducer and activator of transcription 3,Nucleic acid binding,1193,0.32,0.923,1,0.1,,0.978,45,0,2001,2020
Rheumatoid Arthritis,C0003873,SNORA38,677820,,"small nucleolar RNA, H/ACA box 38",,6,0.89,0.154,,0.1,,1,1,2,2011,2011
Rheumatoid Arthritis,C0003873,BSG,682,P35613,basigin (Ok blood group),,287,0.458,0.769,0.000025873,0.1,,1,13,0,2000,2019
Rheumatoid Arthritis,C0003873,SUOX,6821,P51687,sulfite oxidase,,67,0.638,0.615,9.40E-07,0.1,,1,2,1,2014,2019
Rheumatoid Arthritis,C0003873,SYT1,6857,P21579,synaptotagmin 1,Transporter,460,0.412,0.846,0.60038,0.1,,1,12,0,2002,2019
Rheumatoid Arthritis,C0003873,TAPBP,6892,O15533,TAP binding protein,Receptor,86,0.576,0.769,6.60E-09,0.1,,1,1,6,2011,2011
Rheumatoid Arthritis,C0003873,BTF3P11,690,,basic transcription factor 3 pseudogene 11,,154,0.519,0.731,,0.1,,0.941,17,0,2004,2019
Rheumatoid Arthritis,C0003873,TCF19,6941,Q9Y242,transcription factor 19,,33,0.674,0.692,0.00093832,0.1,,1,1,1,2009,2009
Rheumatoid Arthritis,C0003873,BTK,695,Q06187,Bruton tyrosine kinase,Kinase,290,0.464,0.808,0.99996,0.1,,1,23,0,2009,2019
Rheumatoid Arthritis,C0003873,TRBV20OR9-2,6962,,T cell receptor beta variable 20/OR9-2 (non-functional),,456,0.403,0.923,,0.1,,0.88,25,0,1989,2019
Rheumatoid Arthritis,C0003873,TEC,7006,P42680,tec protein tyrosine kinase,Kinase,1,1,0.115,,0.1,,1,1,1,2014,2014
Rheumatoid Arthritis,C0003873,TGFB1,7040,P01137,transforming growth factor beta 1,Signaling,1558,0.287,0.962,0.03685,0.1,,0.946,37,3,1990,2019
Rheumatoid Arthritis,C0003873,TIMP1,7076,P01033,TIMP metallopeptidase inhibitor 1,Enzyme modulator,603,0.38,0.885,0.4993,0.1,,1,13,0,1994,2019
Rheumatoid Arthritis,C0003873,TLR3,7098,O15455,toll like receptor 3,Receptor,393,0.427,0.885,1.63E-07,0.1,,1,10,0,2005,2018
Rheumatoid Arthritis,C0003873,TLR4,7099,O00206,toll like receptor 4,,1174,0.321,0.962,4.61E-09,0.1,,0.918,61,5,2003,2020
Rheumatoid Arthritis,C0003873,TNFRSF1A,7132,P19438,TNF receptor superfamily member 1A,,487,0.409,0.923,0.9949,0.1,,0.885,26,7,1992,2020
Rheumatoid Arthritis,C0003873,TNFRSF1B,7133,P20333,TNF receptor superfamily member 1B,,417,0.425,0.885,0.50201,0.1,,0.812,32,1,1992,2020
Rheumatoid Arthritis,C0003873,TP53,7157,P04637,tumor protein p53,Transcription factor,2494,0.236,0.962,0.53235,0.1,,0.891,46,5,1996,2018
Rheumatoid Arthritis,C0003873,TRPS1,7227,Q9UHF7,transcriptional repressor GATA binding 1,,248,0.537,0.769,1,0.1,,1,1,1,2013,2013
Rheumatoid Arthritis,C0003873,DCDC2C,728597,A8MYV0,doublecortin domain containing 2C,,2,0.931,0.192,0.00071676,0.1,,1,1,1,2013,2013
Rheumatoid Arthritis,C0003873,TYMS,7298,P04818,thymidylate synthetase,Enzyme,406,0.425,0.846,0.72247,0.1,,1,10,1,2003,2018
Rheumatoid Arthritis,C0003873,VARS1,7407,P26640,valyl-tRNA synthetase 1,,36,0.711,0.5,1.80E-08,0.1,,1,1,1,2011,2011
Rheumatoid Arthritis,C0003873,VCAM1,7412,P19320,vascular cell adhesion molecule 1,,406,0.422,0.808,0.79791,0.1,,1,27,1,1995,2020
Rheumatoid Arthritis,C0003873,VDR,7421,P11473,vitamin D receptor,Nuclear receptor,852,0.352,0.885,0.000016787,0.1,,0.96,25,6,1998,2019
Rheumatoid Arthritis,C0003873,VIM,7431,P08670,vimentin,,644,0.372,0.846,0.71255,0.1,,0.973,37,0,2004,2020
Rheumatoid Arthritis,C0003873,VIP,7432,P01282,vasoactive intestinal peptide,Signaling,376,0.437,0.846,0.00041995,0.1,,1,16,0,1998,2019
